EU rejects German call to boycott British lamb .	NNP VBZ JJ NN TO VB JJ NN .
Such hesitancy on the part of the government had damaged public confidence in the rule of law , the paper said .	JJ NN IN DT NN IN DT NN VBD VBN JJ NN IN DT NN IN NN , DT NN VBD .
-- Hong Kong newsroom ( 852 ) 2843 6441	: NNP NNP NN ( CD ) CD CD
Palestinian Authority frees rights activist .	NNP NNP VBZ NNS NN .
GAZA 1996-08-28	NNP CD
A human rights activist said on Wednesday he had been released after more than two weeks in detention that followed his call for an inquiry into the death of a Gaza man interrogated by Palestinian police .	DT JJ NNS NN VBD IN NNP PRP VBD VBN VBN IN JJR IN CD NNS IN NN WDT VBD PRP$ NN IN DT NN IN DT NN IN DT NNP NN VBN IN JJ NN .
Mohammad Dahman , director of the Gaza-based Addameer Prisoners Support Association , said he was freed on Tuesday without being charged .	NNP NNP , NN IN DT JJ NNP NNS NN NNP , VBD PRP VBD VBN IN NNP IN VBG VBN .
Palestinian Attorney-General Khaled al-Qidra was not immediately available to comment .	JJ NNP NNP NNS VBD RB RB JJ TO VB .
Qidra had said Dahman was arrested on suspicion of making a false statement .	NNP VBD VBD NNP VBD VBN IN NN IN VBG DT JJ NN .
The activist was detained by Palestinian intelligence service agents on August 12 after publishing a statement demanding an investigation into the death of a Gaza man who had been questioned by Palestinian authorities .	DT NN VBD VBN IN NN NN NN NNS IN NNP CD IN VBG DT NN VBG DT NN IN DT NN IN DT NNP NN WP VBD VBN VBN IN JJ NNS .
The Palestinian Authority said the dead man , Nahed Dahlan , had committed suicide .	DT NNP NNP VBD DT JJ NN , NNP NNP , VBD VBN NN .
Human rights groups had protested about Dahman 's arrest in letters to Palestinian President Yasser Arafat and to Qidra .	JJ NNS NNS VBD VBN IN NNP POS NN IN NNS TO JJ NNP NNP NNP CC TO NNP .
PRESS DIGEST - Spain - Aug 28 .	NNS NNP : NNP : NNP CD .
Headlines from major national newspapers .	NNS IN JJ JJ NNS .
Reuters has not verified these stories and does not vouch for their accuracy .	NNP VBZ RB VBN DT NNS CC VBZ RB NN IN PRP$ NN .
EL PAIS	NNP NNP
- Work groups and weekend arrest to quell juvenile violence in Basque Country	: NN NNS CC NN NN TO VB JJ NN IN NNP NNP
EL MUNDO	NNP NNP
- Aleix Vidal-Quadras - Catalan nationalists are demanding my defenestration	: NNP NNP : JJ NNS VBP VBG PRP$ NN
DIARIO 16	VBG CD
- Catalan nationalists say the 1997 budget will make Spaniards sweat	: JJ NNS VBP DT CD NN MD VB NNS NN
ABC	NNP
- Worldwide alarm over child prostitution	: NNP NN IN NN NN
CINCO DIAS	NNP NNP
- Banco Santander starts conquest of the east .	: NNP NNP VBZ NN IN DT JJ .
EXPANSION	NN
- Government will finish pension reform before the year 2000	: NNP MD VB NN NN IN DT NN CD
GACETA DE LOS NEGOCIOS	NNP NNP NNP NNS
- Caja de Madrid stagnates during struggle for presidency	: NNP NNP NNP VBZ IN NN IN NN
Iran asks Bonn to extradite ex-president Banisadr .	NNP VBZ NNP TO VB NN NNP .
BONN 1996-08-28	NN CD
Iran has asked Germany to extradite its former president Abolhassan Banisadr for alleged hijacking , an Iranian embassy spokesman said on Wednesday .	NNP VBZ VBN NNP TO VB PRP$ JJ NN NNP NNP IN JJ VBG , DT JJ NN NN VBD IN NNP .
Banisadr angered Tehran last week by accusing top Iranian leaders of ordering the assassination of Iranian Kurdish leaders in a Berlin restaurant in 1992 .	NN VBD NNP JJ NN IN VBG NN JJ NNS IN VBG DT NN IN NNP JJ NNS IN DT NNP NN IN CD .
He made the allegations at the trial of an Iranian and four Lebanese accused of carrying out the attack .	PRP VBD DT NNS IN DT NN IN DT JJ CC CD JJ VBN IN VBG RP DT NN .
An Iranian embassy spokesman said in response to an inquiry that Iran had formally requested Banisadr 's extradition for hijacking the military aircraft which he commandeered to flee Iran in July 1981 .	DT JJ NN NN VBD IN NN TO DT NN IN NNP VBD RB VBN NNP POS NN IN VBG DT JJ NN WDT PRP VBD TO VB NNP IN NNP CD .
" We submitted the request three or four days ago , " he said .	" PRP VBD DT NN CD CC CD NNS RB , " PRP VBD .
German authorities could not immediately be reached for comment .	JJ NNS MD RB RB VB VBN IN NN .
Banisadr lives under round-the-clock security in France , fearing Tehran could make an attempt on his life .	JJR NNS IN JJ NN IN NNP , VBG NNP MD VB DT NN IN PRP$ NN .
He is due back in Berlin on September 5 to continue his testimony , which has backed up German prosecutors ' allegations that Tehran ordered the attack on the exiled leaders .	PRP VBZ JJ RB IN NNP IN NNP CD TO VB PRP$ NN , WDT VBZ VBN RP JJ NNS POS NNS IN NNP VBD DT NN IN DT VBD NNS .
Three dissidents and their translator were killed in the gangland-style machinegun attack .	CD NNS CC PRP$ NN VBD VBN IN DT JJ NN NN .
Iran has warned Germany that bilateral relations could suffer if it pays heed to the testimony of Banisadr , an architect of Iran 's Islamic revolution who has been a sworn enemy of Tehran since he fell from favour after a year as president .	NNP VBZ VBN NNP IN JJ NNS MD VB IN PRP VBZ NN TO DT NN IN NNP , DT NN IN NNP POS JJ NN WP VBZ VBN DT VBN NN IN NNP IN PRP VBD IN NN IN DT NN IN NN .
NATO military chiefs to visit Iberia .	NNP JJ NNS TO VB NNP .
BRUSSELS 1996-08-28	NNP CD
Top military officials from North Atlantic Treaty Organisation countries will tour Spain and Portugal next month for their annual inspection of alliance country installations and forces .	JJ JJ NNS IN NNP NNP NNP NNP NNS MD VB NNP CC NNP JJ NN IN PRP$ JJ NN IN NN NN NNS CC NNS .
NATO said in a statement received on Wednesday that its military committee would visit the two countries between September 8 and 13 .	NNP VBD IN DT NN VBD IN NNP IN PRP$ JJ NN MD VB DT CD NNS IN NNP CD CC CD .
The committee consists of the chiefs of defence staff of each alliance country except Iceland , which has no armed forces .	DT NN VBZ IN DT NNS IN NN NN IN DT NN NN IN NNP , WDT VBZ DT JJ NNS .
NATO 's top military men -- General George Joulwan , Supreme Allied Commander Europe , and General John Sheehan , Supreme Allied Commander Atlantic -- will also attend .	NNP POS JJ NN NNS : NNP NNP NNP , NNP NNP NNP NNP , CC NNP NNP NNP , NNP NNP NNP NNP : MD RB VB .
The committee 's last tour was in September 1995 in Belgium , Luxembourg and the Netherlands .	DT NN POS JJ NN VBD IN NNP CD IN NNP , NNP CC DT NNP .
REUTER	NNP
ISS says agreed sale of U.S. unit .	NNP VBZ JJ NN IN NNP NN .
COPENHAGEN 1996-08-28	NNP CD
Danish cleaning group ISS on Wednesday said it had signed a letter of intent to sell its troubled U.S unit ISS Inc to Canadian firm Aaxis Limited .	JJ JJ NN NNP IN NNP VBD PRP VBD VBN DT NN IN NN TO VB PRP$ JJ NNP NN NNP NNP TO JJ NN NNP NNP .
An ISS statement said that Aaxis , with year-end 1996 assets of US$ 10.9 million and equity of $ 10.5 million , would be listed on the Montreal stock exchange , but did not say when .	DT NNP NN VBD IN NNP , IN NN CD NNS IN $ CD CD CC NN IN $ CD CD , MD VB VBN IN DT NNP NN NN , CC VBD RB VB WRB .
It said that under the sale agreement , full financial details of which were not revealed , ISS would acquire a 25 percent stake in Aaxis which would become an associated company within the ISS group trading under the ISS name and logo .	PRP VBD IN IN DT NN NN , JJ JJ NNS IN WDT VBD RB VBN , NNP MD VB DT CD NN NN IN NNP WDT MD VB DT VBN NN IN DT NNP NN NN IN DT NNP NN CC NN .
ISS Inc senior management would continue to run the business under the new owners , it said .	NNP NNP JJ NN MD VB TO VB DT NN IN DT JJ NNS , PRP VBD .
Danish analysts recently estimated ISS Inc 's sale value at up to $ 118 million .	JJ NNS RB VBD NNP NNP POS NN NN IN IN TO $ CD CD .
ISS said that the deal included ISS Inc operations in Mexico and the sale of ISS Inc interests in Brazil would be discussed .	NNP VBD IN DT NN VBD NNP NNP NNS IN NNP CC DT NN IN NNP NNP NNS IN NNP MD VB VBN .
On August 15 , ISS published first half 1996 results showing a two billion crown loss caused by falsified accounts in ISS Inc and said that charges and provisions earlier estimated at $ 100 million would have to be increased to $ 146 million .	IN NNP CD , NNP VBD RB NN CD NNS VBG DT CD CD NN NN VBN IN JJ NNS IN NNP NNP CC VBD IN NNS CC NNS RB VBD IN $ CD CD MD VB TO VB VBN TO $ CD CD .
It also wrote down all ISS Inc goodwill and Wednesday 's statement said that the Aaxis purchase would not necessitate further write down if the sale were completed according to the terms of the letter of intent .	PRP RB VBD RB DT NNP NNP NN CC NNP POS NN VBD IN DT NNP NN MD RB VB JJ NN IN IN DT NN VBD VBN VBG TO DT NNS IN DT NN IN NN .
-- Steve Weizman , Copenhagen newsroom +45 33969650	: NNP NNP , NNP NN CD CD
Iraq balks at U.N. staff for oil-for-food deal .	NNP NNS IN NNP NN IN NN NN .
Evelyn Leopold	NNP NNP
UNITED NATIONS 1996-08-28	NNP NNS CD
Iraq has balked at the number of U.N. staff needed to implement the oil-for-food deal , blaming the United States for insisting on stringent monitoring .	NNP VBZ VBN IN DT NN IN NNP NN VBD TO VB DT NN NN , VBG DT NNP NNP IN VBG IN JJ NN .
In comments to reporters and a statement on Tuesday , Iraqi diplomats said the cost of the monitors and other staff , which Baghdad has to finance , surpasses funds allocated for electricity , water , sewers , education and agriculture .	IN NNS TO NNS CC DT NN IN NNP , JJ NNS VBD DT NN IN DT NNS CC JJ NN , WDT NNP VBZ TO VB , VBZ NNS VBN IN NN , NN , NNS , NN CC NN .
At issue was a May 20 agreement allowing Iraq to sell $ 2 billion worth of oil to purchase badly needed food , medicine and other supplies to ease the impact of sanctions in force since its troops invaded Kuwait in August 1990 .	IN NN VBD DT NNP CD NN VBG NNP TO VB $ CD CD NN IN NN TO VB RB VBN NN , NN CC JJ NNS TO VB DT NN IN NNS IN NN IN PRP$ NNS VBD NNP IN NNP CD .
The Iraqi statement said the United States was " interfering and pressing to augment the number of international staff and this is not legal and not justified . "	DT JJ NN VBD DT NNP NNP VBD " VBG CC VBG TO VB DT NN IN JJ NN CC DT VBZ RB JJ CC RB VBN . "
Iraq 's deputy ambassador , Saeed Hasan , noted that the May 20 accord said that the number of personnel would be determined by the United Nations and that the government of Iraq would be consulted .	NNP POS JJ NN , NNP NNP , VBD IN DT NN CD NN VBD IN DT NN IN NNS MD VB VBN IN DT NNP NNPS CC DT DT NN IN NNP MD VB VBN .
Saeed in his comments did not threaten to call off the deal and the U.N. officials said they expected it to go into force next month after Secretary-General Boutros Boutros-Ghali reports that arrangements are in place .	VBN IN PRP$ NNS VBD RB VB TO VB IN DT NN CC DT NNP NNS VBD PRP VBD PRP TO VB IN NN IN NN IN NNP NNP NNP VBZ IN NNS VBP IN NN .
The U.N. Department of Humanitarian Affairs ( DHA ) , which has to coordinate the distribution of food , medicine and other goods , increased the number of monitors earlier this month at the insistence of the United States .	DT NNP NNP IN NNP NNP ( NNP ) , WDT VBZ TO VB DT NN IN NN , NN CC JJ NNS , VBD DT NN IN NNS RBR DT NN IN DT NN IN DT NNP NNP .
According to U.N. officials and diplomats , Iraq would have about $ 1.13 billion to spend for food , medicine and other goods after monies for a reparations fund for Gulf War victims and costs for U.N. weapons inspections were deducted .	VBG TO NNP NNS CC NNS , NNP MD VB RB $ CD CD TO VB IN NN , NN CC JJ NNS IN NNS IN DT NNS NN IN NNP NNP VBZ CC VBZ IN NNP NNS NNS VBD VBN .
The cost of the U.N. staff overseeing the distribution of food and other supplies was estimated to cost $ 31 million .	DT NN IN DT NNP NN VBG DT NN IN NN CC JJ NNS VBD VBN TO VB $ CD CD .
In addition another $ 12 million was anticipated to cover other expenses , such as oil experts and administrative costs .	IN NN DT $ CD CD VBD VBN TO VB JJ NNS , JJ IN NN NNS CC JJ NNS .
For the distribution and supervision of humanitarian supplies the United Nations estimated it needed 1,190 people , including 267 international staff and 923 Iraqi support staff .	IN DT NN CC NN IN JJ NNS DT NNP NNPS VBD PRP VBD CD NNS , VBG CD JJ NN CC CD JJ NN NN .
Of this number 64 foreign and 598 local staff would be in the northern Kurdish provinces , no longer the direct control of the Baghdad government .	IN DT NN CD JJ CC CD JJ NN MD VB IN DT JJ JJ NNS , DT RB DT JJ NN IN DT NNP NN .
Another 203 international staff and 325 Iraqis would run the programme in the central and southern parts of the country .	DT CD JJ NN CC CD NNPS MD VB DT NN IN DT JJ CC JJ NNS IN DT NN .
There are also 14 monitors to watch oil flows , 32 customs experts and four New York-based oil experts or overseers to approve contracts .	EX VBP RB CD NNS TO VB NN NNS , CD NNS NNS CC CD NNP JJ NN NNS CC NNS TO VB NNS .
Yasushi Akashi , the DHA undersecretary-general , told the Security Council last week that the " financial requirements to support the ( humanitarian ) programme represent a very modest percentile of the total ...	NNP NNP , DT NNP NN , VBD DT NNP NNP JJ NN IN DT " JJ NNS TO VB DT ( JJ ) NN VB DT RB JJ NN IN DT JJ :
roughly 3 percent . "	RB CD NN . "
OFFICIAL JOURNAL CONTENTS - OJ C 251 OF AUGUST 29 , 1996 .	NNP NNP NNS : NNP NNP CD IN RB CD , CD .
*	SYM
( Note - contents are displayed in reverse order to that in the printed Journal )	( VB : NNS VBP VBN IN NN NN TO DT IN DT VBN NNP )
*	SYM
Aircraft noise and emissions Economic assessment of proposals for a common European Union position for CAEP 4 Consultancy services Call for tender ( 96 / C 251/09 )	NNP NN CC NNS NN NN IN NNS IN DT JJ NNP NNP NN IN NNP CD NNP NNS VB IN NN ( CD SYM NNP NNP )
Provision of overland transport services for material and equipment for European Commission delegations in European Third Countries and in the New Independent States ( NIS ) Contract notice No TRA / 96 / 003 / IAE-3 - Open procedure ( 96 / C 251/08 )	NN IN VBN NN NNS IN NN CC NN IN NNP NNP VBZ IN NNP NNP NNPS CC IN DT NNP NNP NNP ( NNP ) NNP NN DT NNP SYM CD SYM CD SYM NN : NNP NN ( CD SYM NNP CD )
Microfiche production system Open procedure Invitation to tender DI 96/04 Micromation ( 96 / C 251/07 )	JJ NN NN NNP NN NNP TO VB NNS CD NNP ( CD SYM NNP NNP )
Aircraft noise and emissions Gaseous emissions from aircraft in the atmosphere Consultancy services Call for tender ( 96 / C 251/06 )	NNP NN CC NNS JJ NNS IN NN IN DT NN NNP NNS VB IN NN ( CD SYM NNP NNP )
Tacis - support framework for the coordination and development of the Tacis information and communications programme Notice of open invitation to tender for a public service contract ( 96 / C 251/05 )	NNP : NN NN IN DT NN CC NN IN DT NNP NN CC NNS VBP NN IN JJ NN TO VB IN DT JJ NN NN ( CD SYM NNP CD )
COUNCIL REGULATION ( EEC ) No 4064/89 ( 96 / C 251/04 )	NNP NN ( NNP ) DT CD ( CD SYM NNP NNP )
FINANCIAL STATEMENTS OF THE EUROPEAN COAL AND STEEL COMMUNITY AT 31 DECEMBER 1995 ( 96 / C 251/03 )	NNP NNP IN DT NNP NNP CC NNP NNP NNP CD NNP CD ( CD SYM NNP NNP )
Average prices and representative prices for table wines at the various marketing centres ( 96 / C 251/02 )	JJ NNS CC NN NNS IN NN NNS IN DT JJ NN VBZ ( CD SYM NNP NNP )
Ecu ( 1 ) 28 August 1996 ( 96 / C 251/01 ) END OF DOCUMENT .	NN ( CD ) CD NNP CD ( CD SYM NNP NNP ) NNP IN NN .
EU Commission cool on changing beef cull plan .	NNP NNP JJ IN VBG NN NN NN .
BRUSSELS 1996-08-29	NNP CD
The European Commission said on Thursday it would study scientific reports saying Britain 's mad cow epidemic would die out by 2001 but offered little prospect the findings would change an agreed slaughter campaign .	DT NNP NNP VBD IN NNP PRP MD VB JJ NNS VBG NNP POS JJ NN NN MD VB RP IN CD CC VBD JJ NN DT NNS MD VB DT JJ NN NN .
" Obviously we are interested in this research .	" RB PRP VBP JJ IN DT NN .
We will ask the ( EU ) scientific and veterinary committee to examine it , " Commission spokesman Gerard Kiely told Reuters .	PRP MD VB DT ( NNP ) JJ CC JJ NN TO VB PRP , " NNP NN NNP NNP VBD NNP .
But he added that new research into the dynamics of the bovine spongiform encephalopathy ( BSE ) , a fatal brain-wasting disease suffered by cattle , was unlikely to alter a slaughter plan agreed by Britain and its 14 EU partners .	CC PRP VBD IN JJ NN IN DT NNS IN DT JJ NN NN ( NNP ) , DT JJ JJ NN VBN IN NNS , VBD JJ TO VB DT NN NN VBN IN NNP CC PRP$ CD NNP NNS .
" We agreed that following detailed scientific analysis using a methodology which would take out the maximum number of BSE cases possible .	" PRP VBD IN VBG JJ JJ NN VBG DT NN WDT MD VB RP DT JJ NN IN NNP NNS JJ .
I think it would be very difficult to sell to the European Commission a programme which would involve the elimination of fewer BSE cases , " Kiely said .	PRP VBP PRP MD VB RB JJ TO VB TO DT NNP NNP DT NN WDT MD VB DT NN IN JJR NNP NNS , " NNP VBD .
" We will look at our approach ( to the plan ) but we wo n't get involved with the number of animals to be slaughtered , " he said .	" PRP MD VB IN PRP$ NN ( TO DT NN ) CC PRP MD RB VB JJ IN DT NN IN NNS TO VB VBN , " PRP VBD .
" We have always avoided the question of numbers of animals to be slaughtered , that 's not the issue .	" PRP VBP RB VBN DT NN IN NNS IN NNS TO VB VBN , WDT VBZ RB DT NN .
The issue is the protection of consumers ' health and the rapid eradication of BSE , " he added .	DT NN VBZ DT NN IN NNS POS NN CC DT JJ NN IN NNP , " PRP VBD .
